,0,1,2
1,19.718228488302284,10.243437765203979,ClassA
2,14.755266987368842,9.26351850975674,ClassA
3,18.85014835318184,4.7272160484948085,ClassA
4,13.738666208677088,0.7342435761510058,ClassA
5,17.585064334643576,12.827851455660555,ClassA
6,14.00926559464936,12.06145962041439,ClassA
7,13.302424546114999,18.035357981499832,ClassA
8,11.548058865956683,19.153457853787557,ClassA
9,7.4216562704401,8.651115959827582,ClassA
10,2.7392871970149835,10.629563676123176,ClassA
11,9.314774132976567,12.69384570894351,ClassA
12,9.138234321430783,19.705269521100742,ClassA
13,2.064078477193867,16.063719903410117,ClassA
14,19.782912329995284,17.630974767017694,ClassA
15,14.21456298713062,4.560051487252239,ClassA
16,5.118264945467439,12.804333104883819,ClassA
17,2.6073237196360255,1.5048441355568243,ClassA
18,9.200654394759745,7.4302290381262175,ClassA
19,11.656790516521617,1.2839881173896117,ClassA
20,10.42747581707313,13.181507623093918,ClassA
21,7.481667182373764,5.087837708441909,ClassA
22,18.963764162083695,9.298262070031305,ClassA
23,5.979667327389116,8.633363297711734,ClassA
24,12.716400498358862,5.020642952864671,ClassA
25,0.4778582644104845,16.504352567175893,ClassA
26,6.861857965595695,9.581661824347954,ClassA
27,17.252216333088352,2.0756402491479564,ClassA
28,16.870375664526126,15.979324191414213,ClassA
29,1.7841045204622596,17.55988155115223,ClassA
30,14.35635676175904,0.07440678573858106,ClassA
31,12.611217980409513,2.885057953830563,ClassA
32,15.275059635838943,3.482328679010116,ClassA
33,5.803563750661747,4.68066997808511,ClassA
34,15.057730465952265,17.071076197034728,ClassA
35,18.31372492693657,12.6446378452802,ClassA
36,17.02677012379942,13.045574336807743,ClassA
37,19.90869926223635,4.615197619092701,ClassA
38,18.774606201681145,14.058583696965712,ClassA
39,17.57570644925196,1.5011834571115767,ClassA
40,4.7572335177678315,4.785360257046802,ClassA
41,11.72576631612545,2.0189186967531936,ClassA
42,17.933892875400236,7.290492676759072,ClassA
43,8.141296548462178,6.858591332414658,ClassA
44,4.397246670968585,3.7443788765391006,ClassA
45,6.4996402002048725,6.115698157083777,ClassA
46,5.032431335452284,7.490947348493517,ClassA
47,17.78146055483561,6.767967346583164,ClassA
48,14.179108029159714,0.15054170487478924,ClassA
49,5.839366015663776,5.951488156122913,ClassA
50,12.540782802435187,11.987363836015703,ClassA
51,-1.7666860732835872,-1.8969945883774173,ClassB
52,-4.728746642231243,-7.363083652661812,ClassB
53,-17.34417140711014,-18.93361784570624,ClassB
54,-10.894915200265674,-0.17210031730961717,ClassB
55,-4.875455896998076,-3.2763454076823955,ClassB
56,-19.720258653962386,-7.4349102458690055,ClassB
57,-7.059706349320765,-7.182017657965558,ClassB
58,-0.9234939151130632,-12.419361413431789,ClassB
59,-13.604233102222086,-1.0022453014043684,ClassB
60,-16.520759594523863,-7.273498241119146,ClassB
61,-8.734138184773885,-5.890989004714646,ClassB
62,-4.075680483151094,-3.6633782352731075,ClassB
63,-17.610516213590728,-12.43466678522459,ClassB
64,-2.2837004909258845,-17.568864187065476,ClassB
65,-9.802716161223291,-8.974184084073055,ClassB
66,-3.3307471054494826,-5.585104934370168,ClassB
67,-8.469543869825078,-9.168851104703393,ClassB
68,-11.162871349515541,-9.92324995718132,ClassB
69,-18.80279338871468,-13.009053437295151,ClassB
70,-13.503483435847937,-14.16024228803774,ClassB
71,-13.413590609574,-1.2917908039460322,ClassB
72,-14.937219336652742,-5.340155040837631,ClassB
73,-12.823954181973072,-13.75601708680403,ClassB
74,-2.326033794457164,-15.630054671394095,ClassB
75,-6.504482525790094,-0.8766518506275389,ClassB
76,-0.5699505243127199,-19.831337435840506,ClassB
77,-13.881022251936908,-5.32572014712647,ClassB
78,-10.632349009178718,-12.323904275121436,ClassB
79,-11.998456755633454,-9.731047804846877,ClassB
80,-1.2343588181122342,-15.803708132713064,ClassB
81,-18.09702188028217,-0.03865487790884714,ClassB
82,-10.09513474872044,-4.469353523964843,ClassB
83,-19.842965087063952,-16.59610446957421,ClassB
84,-19.795596481572222,-16.09740702112749,ClassB
85,-13.567733892820604,-6.0874861174696,ClassB
86,-8.85492738982756,-17.32896904855974,ClassB
87,-1.9237869787112416,-4.431782501022777,ClassB
88,-8.513733094187678,-3.7985375099462857,ClassB
89,-3.04993568422649,-13.551046195937719,ClassB
90,-1.550375451493661,-5.347226382490556,ClassB
91,-9.707913768432206,-15.31034244154278,ClassB
92,-1.8752152913481908,-9.031938579770335,ClassB
93,-10.069362491518879,-3.723909463087086,ClassB
94,-3.158424641630301,-19.33663205854342,ClassB
95,-12.876279741275349,-16.953579795186652,ClassB
96,-12.839291406362909,-16.687593000385732,ClassB
97,-5.905992808010712,-11.903090967581642,ClassB
98,-8.636158601737094,-14.457905737302955,ClassB
99,-10.245069908503881,-9.034805865393487,ClassB
100,-16.365934285124737,-3.2582825343835147,ClassB
